Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Early-demographic dividend,EAR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,25.98020443,23.24269318,24.4858497,24.98441956,24.1362391,22.04257758,21.91720853,21.69597656,22.60983363,20.11455798,20.15173547,20.33649326,20.19448029,20.67684353,19.65803146,19.74725727,21.55745358,22.22740387,23.23408625,23.94878565,24.01435446,22.94998011,22.76821323,24.7695783,23.52805188,24.47371032,25.22794287,26.77444947,28.90774779,30.66541653,30.57954349,30.70422295,27.60418889,29.33722291,29.59439451,28.70634275,27.47522068,26.7459449,26.03793144,26.05584817,26.3723975,26.66383637,
East Asia & Pacific,EAS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99560255,34.42225736,33.585304,31.84987483,32.15167385,31.89602665,31.99529978,33.43225483,35.04678048,35.21744356,36.43466643,37.5412842,37.30980783,35.68809829,36.90882759,35.89181135,35.30390297,35.01539422,35.43071362,35.34968432,34.93643901,35.75893561,35.47324052,
Europe & Central Asia (excluding high income),ECA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.24561785,23.59951954,23.17070073,20.27860352,19.97445837,23.63045373,28.29959423,26.88179352,25.65045372,24.79737856,26.38372093,26.77962857,27.38957506,27.07972969,26.87238615,21.31318006,24.24268394,26.18243704,25.19127831,23.61426754,24.07198823,25.10374899,24.12981662,24.879594,27.49124426,
Europe & Central Asia,ECS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,23.40184277,23.81848602,23.8839949,24.20364102,24.05521264,22.9392871,21.60522014,21.21549117,21.35973836,22.07728728,22.32777232,22.83702161,22.00239631,22.98735523,23.09199644,22.71865482,21.80377011,20.93064667,20.58281612,21.83994019,22.29709494,22.1265928,22.25358985,22.53618198,22.7686865,23.63714725,23.30484419,22.80400005,22.50508198,23.17931062,23.376097,24.18041911,24.42320203,23.22998227,20.76115686,21.79442983,22.64268325,22.18803029,21.98270379,22.45986338,23.15695524,23.19240565,23.93191139,24.48201261,
Ecuador,ECU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,17.87942692,21.20039665,20.85879687,19.87639027,21.38454491,21.76924356,13.74520169,15.85792759,14.06970544,16.88532132,15.20346495,11.75806351,12.75125465,13.41719744,17.76415116,18.26716437,21.57444729,14.78189876,15.34660032,14.51228953,16.76108116,16.91823672,14.94017652,22.07335839,26.76513796,19.71063562,18.70787188,18.39881862,19.16221991,22.81042447,26.14311273,26.79439796,29.55952129,26.35347985,25.60006311,27.74331829,27.74001745,27.20451729,27.26580987,24.37828937,26.27601909,25.8115431,25.25100889,
"Egypt, Arab Rep.",EGY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,20.80630896,24.40660882,22.5631025,21.314322,22.1202478,22.05692867,28.03386645,27.64762944,22.85561283,20.25939563,25.99051456,27.36584249,26.35765178,31.68412035,34.92790116,35.47563055,31.62502784,23.92662811,22.24344196,18.75182982,17.73693983,18.95935978,18.89514421,17.58387342,18.06507728,18.90413967,19.18830594,21.99055957,21.83647642,22.97357435,23.5530025,23.62350084,16.84357881,17.95199497,16.86851757,12.87383917,13.68015974,11.88639703,9.555582928,9.703871871,10.36858986,13.85810776,
Euro area,EMU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,23.48855734,23.86318685,23.60809292,24.03165238,23.8666808,22.76496166,20.94737741,20.62820661,20.7666083,21.34082748,21.49991117,22.44180689,22.05499029,23.06821561,23.3648216,23.50847025,22.77850461,22.02785626,21.54334632,21.7357734,22.76962805,22.4967732,23.07238115,23.35344155,23.14883856,23.05386738,22.96253274,22.7940762,22.36203964,23.1952478,22.94651691,23.88272259,24.52822618,23.28707871,21.16293839,21.59400909,22.39558963,22.15758326,22.29534375,22.79523128,23.53483349,24.0272376,24.61088473,24.9489081,
Eritrea,ERI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47543365,41.2689035,54.39376713,19.10630212,18.91164644,35.10262682,6.293141835,17.31680317,15.82071947,,,,,,,,,,,,,,,,,,,
Spain,ESP,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,25.096841,22.51582277,22.93028145,23.53548534,22.57240858,20.48045616,18.48516443,18.55962976,18.39281022,20.07593827,20.87439392,21.79121753,21.68978972,22.83530549,22.2977806,21.8050763,21.19783044,19.34372799,19.18890923,18.70503076,21.31424739,20.99962859,22.06868856,22.70105032,22.2882874,22.32755807,22.08103575,22.96132693,23.6272107,22.8063239,22.12266408,21.71465937,21.01232479,19.55488817,19.21908927,18.64216777,17.85387966,18.51713583,19.2594697,19.58506007,21.01757668,21.93069452,22.10682811,22.31211098,
Estonia,EST,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.60814073,22.9668862,21.91065144,22.62677106,22.55016082,24.69279233,24.9473943,24.55685528,22.96500367,23.17183551,22.36405831,25.99101575,26.653045,26.90119067,27.01767067,25.93843353,25.55971318,27.96011843,28.24142441,
Ethiopia,ETH,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55827582,30.91225561,28.33477868,31.45033178,29.52215852,30.95321917,30.58121916,33.16840941,
European Union,EUU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,22.75387201,23.20061262,23.10071369,23.48245711,23.19509546,22.06521084,20.35165863,20.0347098,20.34585398,20.96043401,20.99261677,21.56913173,21.33183189,22.18234143,22.38244777,22.20922761,21.46805225,20.60267,20.17802474,20.8051214,21.58545159,21.345599,21.90821517,22.32224101,21.9157139,21.94909512,21.92405185,21.73885048,21.37811766,21.85330353,21.87789687,22.66538084,23.17135179,22.01451723,19.88355178,20.46912775,21.27501398,20.84468319,20.9208803,21.48120479,22.14064921,22.43625816,23.19126735,23.33890122,
Fragile and conflict affected situations,FCS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.93751328,33.28885075,33.36876205,35.97806674,17.50634398,23.77962409,27.20201379,24.18702394,16.67182289,20.22706629,16.97946968,13.79253624,,,
Finland,FIN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,30.64181942,29.00497633,27.76615433,28.16156905,29.75109825,30.50352871,29.36297003,28.04105033,27.68943264,28.33256147,27.4184135,27.14691956,26.67786718,28.96850739,28.39019223,26.6797033,19.39626944,16.97430773,17.67231181,20.64373574,23.77861016,23.29075139,26.42589359,27.6654327,29.17014517,31.26514313,31.962514,30.89907959,28.01522821,29.59285729,28.60205264,28.75951271,30.01224164,28.26505914,23.85666709,23.88406894,22.89852576,21.47995302,20.5254175,20.76370664,20.9440422,21.36770848,23.08637217,23.89923149,
Fiji,FJI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,25.3972362,25.16013241,24.95332262,25.03271193,25.03987622,24.3533214,21.99501902,20.7957829,20.3883717,20.17550512,20.19365926,21.47006322,21.37974081,22.68689099,23.21577224,23.32729934,22.96077059,22.37867511,21.23720599,21.35331179,21.87521998,21.76257635,22.798806,23.85633166,24.49345362,23.83472322,23.93909087,22.74478564,22.23458993,22.54924507,22.46340311,23.30633524,23.74657123,23.43398245,20.96452145,21.08428159,22.11296364,21.45583185,21.3891768,21.48595332,22.25404443,22.00463988,22.79086262,22.89942448,
Faroe Islands,FRO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22425163,38.23638225,39.5328922,38.94434938,33.26782556,27.91564954,26.86133306,21.17166498,26.87579842,27.73435092,19.65931972,14.43287092,23.03661075,26.12698595,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,38.58494065,38.18026683,47.83123203,48.84230586,46.65152662,41.63120019,43.68140342,37.12695768,15.29227115,12.67565654,21.41055959,22.29277424,24.25212884,28.78044961,19.32582355,17.46450265,29.14043229,32.68248843,35.55973138,41.44728537,25.24562426,32.3114771,41.65401027,33.83877482,34.73577876,32.72218692,32.11735751,44.62693807,,40.05883333,44.38250519,34.46562066,41.15703578,43.75836509,43.89044899,40.30498411,42.38253118,38.37773002,,,,
United Kingdom,GBR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,23.84627185,22.84140597,21.49147881,22.3059357,19.42855402,18.66646023,19.98096071,21.14338671,21.503289,20.62623046,19.02436758,17.78106228,17.6201618,18.26276982,18.56074306,18.08425273,16.87774339,17.12443089,17.3038468,17.02601501,15.74880727,15.05635652,14.03418586,13.88083927,16.03066576,14.9817985,15.28447124,16.02236873,17.19585618,15.73181033,16.18929748,16.3068036,16.33457372,16.10378597,15.31332865,15.88176907,15.4101982,15.2282815,13.5155179,11.61838045,12.91207922,13.89756297,12.40822424,11.53797576,12.39293857,12.51023109,12.18713925,14.04537879,13.43053099,
Georgia,GEO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.972606424,15.81066186,20.41281974,12.96032269,18.98505197,19.10984104,21.62258075,24.93422592,22.237369,15.57969431,12.47112004,3.11641444,1.725318236,9.57080647,10.03241673,14.61571114,15.5050436,15.72524219,14.17115184,17.62021864,19.10695851,21.04580688,
Ghana,GHA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,14.43689816,8.768116827,11.48281847,5.408398128,8.255379201,6.324054887,5.703357041,5.554915501,4.256864384,6.745700969,8.034181427,6.93331682,7.570857909,9.96399473,11.40524286,10.53332342,11.86903225,6.935061321,12.84022882,19.08016907,17.6246604,18.09331317,10.4110264,18.03307586,9.361896617,15.2654209,21.09260967,18.75403504,21.15696563,22.87179036,19.22743674,17.80673723,6.76655713,4.382194025,11.05796691,4.875990724,3.84344109,5.17468875,17.42305348,20.66934442,24.47444002,24.93094208,22.43551724,20.96922926,
Gibraltar,GIB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38739967,12.18050271,11.01416226,14.88859626,19.20983641,19.54426691,19.75615914,23.57029051,21.8700437,20.66540753,15.99565846,17.85797687,13.60948254,15.43797768,16.10914496,15.12991146,12.4973423,19.18547468,12.62315347,9.362357664,1.370038969,-3.683535252,4.270177718,-5.479269678,6.584895627,3.392748589,5.759062827,-7.779289239,-3.612141722,-7.384262066,-0.677489796,11.83638222,3.149667676,
"Gambia, The",GMB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,3.805367491,11.38279893,16.35503061,24.29004862,19.86784082,10.04149687,12.13716386,22.88080025,29.35008302,42.29748815,30.11467443,17.45713338,21.85367645,8.751021405,11.70372951,-0.158190305,-2.339197832,9.45312421,-3.31157012,7.538924576,,,,,,9.793368944,6.049973128,3.581791113,11.74691609,9.251750959,0.321292955,5.30785923,-0.353201728,6.286634203,15.72186071,7.238389112,9.670171174,2.907334235,9.474638254,12.11934734,8.579863187,
Guinea-Bissau,GNB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,-15.09363415,-10.50021186,-3.754034992,-13.96793427,13.83015051,12.86012721,14.60894823,6.93809698,14.47664337,3.915716591,7.46895519,7.406867308,7.451111639,9.6726506,6.570223473,14.44203163,,,,0.925272077,5.824237395,6.469404703,7.894610383,2.694423263,4.063973717,9.025916151,9.610575934,5.040608495,-2.886221823,10.86810482,2.177537692,1.055330785,12.01556959,10.09074257,7.74854228,8.420856994,8.822332023,
Equatorial Guinea,GNQ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,33.96655482,30.44644385,29.73669307,30.1213359,28.76868819,26.11731898,26.9919375,25.36621504,26.10229451,26.20376634,26.61182446,23.03165471,24.64041075,23.1940362,22.9338468,25.44493135,24.29147926,23.40131307,24.09220743,22.7071604,21.46030295,21.80495291,,17.012812,18.10760013,18.52764599,16.88627514,18.10565523,17.52584663,15.55039241,15.36090785,12.73697431,10.10531196,5.927293148,5.57794802,4.870078233,8.518625521,9.66633076,10.01484845,10.11960762,10.43324559,11.35276267,12.94575534,
Grenada,GRD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,19.50552068,17.44803092,16.11567189,13.96677244,10.58030983,9.660428232,8.606631664,7.544876372,8.914568189,9.866356801,7.663029929,8.478746415,9.185494027,10.19731534,12.34830322,11.48469934,11.02080078,10.80423214,11.14982819,9.780747162,10.1133795,12.00428008,11.78960185,12.47924542,11.40770075,15.0996264,15.67043462,17.03330392,15.15728594,15.73726483,15.82235403,12.15243449,13.60728537,12.74114004,12.13832113,12.69923905,12.27434207,11.88287084,13.73436922,14.36187444,14.06406954,13.40755544,
Guam,GUM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,6.668096241,14.12191602,15.83442366,13.31162571,-2.942407693,-6.743497472,-11.75067439,3.970178791,5.720452456,,,,,,,12.93628664,17.34847524,10.35802274,18.4848816,24.18554314,17.60566509,15.24667679,12.69077144,9.592453449,6.715414553,6.677187403,11.17809755,19.28980192,17.47544731,21.44524918,14.98707388,9.087121711,17.33886075,13.29717162,9.539574107,11.04104899,1.685180461,16.09916967,18.60982847,26.83066367,20.04871697,35.30914293,
High income,HIC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,22.65489844,23.38775275,23.58102108,24.1671507,24.25186871,23.2551968,22.92127565,21.72383344,21.09588038,22.38593293,21.68186517,21.35008583,21.65255637,22.59137876,22.23148858,21.57320294,20.04352818,20.05379913,19.69378409,20.42739733,21.30590623,22.92957882,23.63961584,23.79851021,23.39248237,23.69165629,22.85452772,22.08628609,21.85182055,22.50555848,22.85335843,23.68998898,23.34388132,21.77788786,19.69910552,20.84652042,21.60663291,22.12566415,22.28051553,22.87516366,23.05319685,22.60031487,23.12917116,23.16951407,
"Hong Kong SAR, China",HKG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70300645,31.41611716,31.97804771,31.62558863,31.07340512,33.16579897,32.30578997,32.94089354,34.97761553,34.41674635,36.02296178,31.7309269,30.8918616,29.70110514,26.79841369,25.54917171,25.21422931,24.85857296,25.46862909,26.69578924,26.01205422,
Honduras,HND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,16.09956501,8.959074733,11.44287505,15.3399196,13.90041779,13.3912807,8.290763963,5.667992917,2.731056049,2.629851991,4.384382386,6.796522002,5.719120589,9.250646287,12.95931078,8.822411333,13.73512902,13.8198339,12.617,20.05504569,23.76289264,21.92303464,20.43615879,23.52516621,23.91268235,26.69082202,20.30992752,18.89379299,18.80900593,18.94239666,20.34217289,24.05546827,25.23863757,24.13767324,20.7535567,16.48067639,17.52508374,18.47728759,16.04824524,12.38018193,14.5624186,19.64667988,20.4295756,21.91872905,20.80767854,
Heavily indebted poor countries (HIPC),HPC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63480975,,,,,,,,,,,15.52590177,16.98261882,16.72749831,17.09235091,15.22122442,17.27675451,18.13805112,17.72133822,14.85741377,19.81707264,18.5777766,18.19454856,19.33907948,,
Croatia,HRV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11046427,18.86087603,17.58015028,18.43696257,20.16092648,19.16092061,20.90382051,21.02722368,19.89937731,18.28597256,18.39823905,17.56736207,16.50706534,17.77169918,18.80599825,23.04676087,22.10536661,24.56488066,24.20712845,
Haiti,HTI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.160981402,9.766827064,2.711858561,11.31167472,10.90266477,-4.405527675,-0.968528615,26.43405869,26.91600011,23.18302863,25.78880701,26.5727719,26.1663216,22.91983697,22.51508114,29.09295946,26.58773429,27.59656904,27.46040513,30.59738837,23.82930048,25.65656859,23.85351361,23.5145917,23.99730449,23.66948067,23.38325299,30.20032716,30.03356189,25.65087037,24.36102115,
Hungary,HUN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87828705,15.69683787,19.33484402,20.75159424,21.5032979,21.34541094,18.70964802,19.2514346,19.77359556,18.54371144,16.06610086,16.56675526,16.39337615,18.14670235,16.93388902,17.56876726,19.55511273,20.88382387,20.94927593,20.92883261,24.38009682,24.60348632,25.62178362,25.97997951,25.087794,26.61999214,
IBRD only,IBD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,25.0490505,24.81931362,26.02154122,27.19341811,25.94577797,27.59209974,28.61759806,28.83916386,27.0295291,27.57779496,28.35493365,29.53659622,29.73172681,28.1562297,27.78007367,27.58822882,26.55993769,26.24725533,27.77151734,27.42860106,28.18047172,29.52690237,31.56594815,32.43314589,34.10192846,34.84947447,35.21603417,32.46125512,34.05348843,33.74689475,32.92998536,31.79186743,31.55049275,30.92029199,30.18415219,30.81064481,31.14506244,
IDA & IBRD total,IBT,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,25.62292181,25.32266792,26.14167429,27.0830835,25.9615979,27.51656713,28.35649647,28.8086211,27.01492227,27.5009828,28.12376741,29.19093694,29.44270422,27.9313091,27.48130346,27.34618486,26.3318189,26.17095325,27.73891929,27.21626459,27.92568017,29.22249586,31.20650661,32.00180558,33.76745382,34.20859106,34.56166964,31.84460509,33.41841407,33.12573124,32.42443587,31.1226379,31.03258696,30.34403337,29.64964073,30.28826941,30.73718564,
IDA total,IDA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,36.07875821,35.19149205,33.70952539,28.1313764,25.3119551,26.22247117,26.27102142,24.20462522,28.29011155,26.77218818,26.26100897,24.44721621,23.53213279,24.28162225,23.74345579,21.87773016,22.8058032,22.04416618,24.73063656,27.12274416,23.29980591,23.22313972,23.61320097,24.62505332,24.41256202,27.91018716,22.98655981,23.02707455,21.27201016,22.77246185,23.0279121,24.23622818,20.29128496,22.73414464,21.27702151,21.43973347,22.01450877,22.68927425,
IDA blend,IDB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,51.71598426,51.32499026,49.1346081,41.33781148,34.7293504,35.54670817,36.23020874,32.78607172,39.76897448,38.45915985,38.49194444,34.4874531,32.88750238,31.7488579,30.37439529,27.23122484,28.49596096,25.40214618,31.29209785,33.72962691,26.26335176,25.09216156,25.46278181,26.94940839,29.28021053,34.50992293,23.64303181,24.4472547,21.59928355,22.04139934,21.92372561,24.74958912,18.60839238,20.55829718,18.03763526,18.39723168,19.26829582,20.82804781,
Indonesia,IDN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,20.19756789,15.53132058,23.91523692,23.05608877,23.52707223,21.0267627,24.10224052,23.31600888,26.18621821,22.45364177,22.07300051,23.30042166,28.99814745,29.87169532,28.13846186,27.80807993,29.03094123,22.42249233,13.20180441,26.28689921,27.19979393,23.01740778,20.68405036,20.76428995,24.33848664,25.77714359,25.17912344,28.45241261,29.0563768,32.72742299,33.22007305,31.98536977,31.12176664,30.66890946,30.12335649,29.92276831,30.78920553,31.62599734,
IDA only,IDX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70543541,21.50828575,22.34991321,21.63155094,20.95653171,23.44699671,23.98949111,23.79222778,21.74828814,24.58311301,24.03263694,24.2643583,24.6242527,,
Isle of Man,IMN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,13.098093,15.96559807,15.40497534,15.05825672,15.76898748,14.52575614,15.80788026,15.80598839,15.35474869,15.79556328,16.79830961,15.78850603,16.9825251,18.15681125,20.14443853,21.21356324,21.7599661,23.24679983,24.08307671,25.95100089,26.96739082,27.04793366,27.55043249,25.88950372,25.63753651,26.11902732,26.25987903,28.11148558,30.47096654,33.33257124,34.4180229,36.36053211,37.01139151,36.25408113,35.61743864,36.30587538,35.1318193,35.26129179,34.30465633,33.46602422,32.4539249,31.68812557,31.18570741,30.94069772,
Not classified,INX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82020474,27.06855055,23.62551423,18.45115614,14.95580278,16.58226696,15.81503873,16.83401924,21.75049108,24.20422777,30.16494443,35.05316538,33.63494007,36.62121392,
"Iran, Islamic Rep.",IRN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,40.67242893,37.3672986,23.95569548,31.73590352,24.80092329,,,,,,,,,20.75450884,23.62450262,,,36.12389888,35.14026061,36.7517321,39.19165819,36.04903967,30.17271808,35.7380595,37.65796579,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.46565666,47.82318676,43.98283893,55.20636775,27.67261234,35.9769542,44.8850857,41.82918064,28.00162123,28.28287961,18.36579581,12.78622591,18.64111533,20.0769819,
Iceland,ISL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,29.85552247,30.33527996,,27.02890622,27.65702956,25.23147299,22.68574203,21.82891321,21.23058514,19.67727757,21.72147151,20.14387759,19.9686964,19.85731528,19.57205187,18.76438925,18.46278807,20.31102405,20.60687372,19.76384267,20.01291196,20.43584901,19.45962314,17.00768515,14.42200191,18.81152725,21.83618298,17.45856941,15.80073888,12.98296829,12.12611388,15.17341799,2.448855434,3.470908484,4.374139369,7.192866967,8.82395417,17.7178712,17.81683056,20.19724829,23.02337391,23.30440242,21.21409519,
Israel,ISR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,15.62943238,24.05110274,28.19862487,25.65058867,18.0282712,16.64369846,21.55023932,21.69828548,19.79680935,21.87330192,19.91853091,17.01565572,16.2388704,17.3899315,17.90339457,23.72057615,23.25267799,16.25554568,17.33950189,18.9738819,20.77932707,23.8830945,24.44243465,22.82618171,21.4889662,21.04160319,21.26515874,22.09042465,22.423563,22.08585909,21.35028984,20.9961274,19.77560126,20.15177255,21.47454905,23.80303504,25.02825657,24.40477702,21.37322963,21.96973974,22.31506552,22.83277093,21.81274712,22.89354395,24.61160534,25.19767958,24.79947165,23.87635443,24.38548693,
Italy,ITA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,27.07711196,25.49382751,24.78030818,24.98015448,25.73501749,24.0560127,25.62671896,25.62765185,26.05507397,26.14114906,24.75724892,22.50748571,22.19427058,22.77609923,22.86512721,22.47145251,22.0861227,21.92190244,21.98321812,21.27472583,21.10747302,20.25976539,19.25904963,19.9829539,20.07680728,22.10102603,22.36804047,22.42196931,21.62963813,21.36305599,20.93138401,21.37911322,21.30447035,20.58302097,20.92433675,20.28278626,20.48749688,20.87594855,18.99555853,17.66310176,17.25808859,17.65026394,17.56587379,18.00055754,18.8786665,18.51134358,20.15181503,20.59441594,20.76051833,
Jamaica,JAM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,8.308733063,11.82007453,16.25888355,14.67018483,11.88823071,10.85134862,9.820792039,10.10494186,11.20874424,13.72777827,16.11178455,16.14656793,24.158663,21.23609355,18.94232162,18.93751387,25.97066837,34.22870132,26.00348719,23.72655182,23.74246697,21.73398297,18.71620191,18.74972189,16.84368814,17.39601015,15.86958506,18.03356467,20.76041214,15.06999141,17.47694749,15.55120649,6.26119617,13.01750806,13.41976241,8.583165919,11.01007814,11.92867083,14.20812676,18.28469644,21.20022212,21.52149779,21.27241571,
Jordan,JOR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,31.25552384,35.56131081,18.7003639,28.51253732,43.78281208,42.86696462,29.76477048,23.34309265,22.77058244,14.43260227,17.54094298,14.50756213,18.06052268,28.19945334,20.96693931,14.48571752,18.15182658,25.68203612,27.28318067,30.13118596,28.32760393,27.15256372,23.3093841,25.83222907,23.75437922,21.8732305,26.28091134,33.52805396,28.35568384,16.6469625,17.43964231,14.04396155,20.37434783,24.23906693,23.48945524,17.83015551,10.86428012,12.76173134,15.4749711,13.04679416,11.19791704,8.738952405,10.83209768,
Japan,JPN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.29158226,32.08768511,31.32398776,29.60996026,29.96381017,28.56102341,27.3040178,27.50288808,28.08584903,28.2674399,28.5458111,29.12342143,27.35820328,24.08195648,25.12370501,24.16844053,23.55515271,24.03495652,24.65881472,27.07429102,27.35191301,28.10570276,28.00224122,
